previous_text,current_text,emotion,context_type
@octoberalex Hmm. Did you mean to start &quot;following&quot; me? Oh and g'morning by the way!,@cranberryquill. welcome to Twitter!!!    Love you!!!  Can't wait to see you next month,love,emotion_shift
I hate car places  &lt;Jx&gt;,@brinathemodel  sa'weee,empty,emotion_shift
@kmaco214 He's probably in bed...depends on what aide he has today.,@AshLaws You know what they say about great minds...,neutral,emotion_shift
Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,@slushy_gutter Trent wore that shirt at my show,worry,emotion_shift
@suewaters Sorry - I have failed to grasp your meaning,@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?,happiness,emotion_shift
Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.,boredom,emotion_shift
asda ready meal - i don't think i'll ever be the same again,@baconvodka Alternate name for a &quot;Bacon Mary&quot;... A &quot;Bloody Piggy!&quot; ;) (I have to give my boyfriend credit for that idea!),surprise,emotion_shift
@lewace11 that sucks man,Its Gloomy as Fuck outside Ewwwww,hate,emotion_shift
@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,Only have 80  followers... So sad.,sadness,emotion_shift
@gabigail87 aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,"@_missJP LMAO! ugh i know, i need to sleep the Qdoba off before i do all that workin out. and no, ur pic doesnt show",hate,emotion_shift
uploading pictures on myspace,just went to the dentist my mouth hurts and I can't eat until 8,sadness,emotion_shift
"stomach cramps; sat in bed with a hot water bottle having some hot milk &amp; toast, i feel like a wi girl again :') minus the stomach cramps","@Lady12s Here's some healing/sleep energy, sweetie!",relief,emotion_shift
just another manic monday.. wish it were sunday.. that's my fun day  happy monday twitterland,brought some new glass for my camera,happiness,emotion_shift
"too tired, i canï¿½t stay awake..but i must finish work for sunday","my neighbours are far too loud in thier back garden, all I can hear is this loud woman that won't stop laughing",boredom,emotion_shift
@ClaireBoyles good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,boredom,emotion_shift
"i am sleeepyyy. today = busy. work 10-4, library, class 6-7:20, tanning, packing, bit of sleep, atlantic city airport, myrtle beach","@angryfaggot, Whered you end up going? I stayed in &amp; watched SNL, one of the funnier shows theyve done this season.",happiness,emotion_shift
@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting,Ahhhhh processing shipment  sooooooo much!!!!!,boredom,emotion_shift
"@itstrizunigs actually, the web works fine. tweetdeck seems to be the culprit  sadness! it's done this at two diff. locations",@Nickems that would be great!!!  thanks!!,relief,emotion_shift
@chaosandharmony Where are you at the mo Becks??  Guessing it's you.  Met you Tga WBW when you spoke there last yr. Business or holiday?,@Andrew_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,love,emotion_shift
@Shooz1 ok ok mam ... i was jus angry,As if the day couldn't get any worse! Am once again an involuntary audio audience to the (not so) domestic bliss emanating from next door,hate,emotion_shift
"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application",@CarlosV cool np. It's got me working on a series of designs.,neutral,emotion_shift
"@JRKNaughtyNurse Yep, @thespunkyone that B-Day kiss is gonna happen, right @JonathanRKnight",Searching for a place where I can migrate.,empty,emotion_shift
wishing I got fij,Barnsley To Keep Davey   And Sign A New Experienced Striker.,neutral,emotion_shift
"Google going down means DoubleClick goes down too, means I can't get any work done.",pretty tired after a nice full day.,relief,emotion_shift
@bellagm yes that sucks. i miss you,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,hate,emotion_shift
@Jamieed i hope its earlier. september is along time offf,kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,worry,emotion_shift
Laying in the bed boreddddd looking through old cookbooks for new recipes,"@nataliet95 bahaha, BOF? you've gotta get a life... although i can't say much with my obsession with miley cyrus.. I'VE gotta get a life",surprise,emotion_shift
Grounds himself from getting more toys...only cause I have officially ran out of room to place them,@kjofficial I'm sure you left the audience awestruck Katherine. Looking forward to reading some wonderful reports.,relief,emotion_shift
I miss my daddy so much.,"Change of plans, working inside bar tonight",empty,emotion_shift
i dreamt about monsters last night.  like a little girl.,Ugh cant sleep on  this bus.  still have like 5 hours,neutral,emotion_shift
"@Turrislove09 but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",@thatlass he was a very tallented man so its fitting wish I was closer to see it myself,surprise,emotion_shift
@hiaudreygrace NOOOOO!!!!!!! We have to do something immediately. I'm leaving in 2 weeks!!!,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and @radiomobounce just wants you to follow him. lol He dosent get to pay bills",neutral,emotion_shift
"@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man",http://www.mmemarko.schilderweb.nl/ for my homepage,love,emotion_shift
@miss_r I can't get one either because of the dog. I'm pretty sure the bunny wouldn't survive a struggle with Tom,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,neutral,emotion_shift
Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don't forget it's MOTHERS DAY!,what the hell is follow friday?? don't get it,sadness,emotion_shift
@Trillian711 I had an account at a local comic store that I ran to 4k  at one time,@Kait_O haha .. i'm from philippines!  i just want to follow you!,neutral,emotion_shift
@niariley follow me too,@rayvenn_nicolee haha..not quite as good a Super Ted!..but good none the less!  haha xx,surprise,emotion_shift
"@starrjonze that's the prob, i work from home, and the bed's calling, no, screaming out my name! had really strong coffee instead","@ArnaudJacobs haha well i was at my friend's party, but then i realized i forgot my stepmom's bday, so i had to come home to call her!",fun,emotion_shift
is tired of being tired,going to eat rice and fried chicken from sederhana  the padang restaurant! yummy!,fun,emotion_shift
REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,@iHolleeee well now i do,neutral,emotion_shift
"Been a beautiful day today i love the sunshine, missing my man though he is away all weekend  xxxx",@Shooz1 ok ok mam ... i was jus angry,empty,emotion_shift
Anyone up this te of night? The tweets have slowed down  let me know ur out there and I'll follow u,This weather sucksss,hate,emotion_shift
"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.","@sweetkisses277 Yup, 1987 lol. SWEET YEAR  haha",fun,emotion_shift
@maryegilmore Ready! Its raining in Miami though  Go Cavs right?,10 out of 40 done... everyone is going to be home drinking beer starting next week,fun,emotion_shift
Rushed to get to ups and they close at 7... I got here at 705 after making a wrong turn,@vogonpoetry42 At least there's no denying nerd is part of it!,relief,emotion_shift
@juicystar007 Both of you,miss my hubby already!,sadness,emotion_shift
watching a youtube vid of @jonasbrohters sing paranoid live  @njbond007 is so cute when he sings lol,Just lost respect to someone.,sadness,emotion_shift
"@trishaelyca  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",Just look @ this hellacious desk...good grief  http://short.to/cevd,hate,emotion_shift
@annakayh your not in school,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",sadness,emotion_shift
Playing games don't help me out of being bored!,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I'll make some sales calls...,surprise,emotion_shift
@umphreysmcgee Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine,@MizSocialite it's 2 big I can't Use it 4 everday use,worry,emotion_shift
Is it the weekend yet...?,@greggrunberg Can you please @elazar with that? I'd love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,enthusiasm,emotion_shift
Wow. Way to be discouraged  idk anymore... fml.,Making Banana Bread,empty,emotion_shift
So my coworker/friend told me the manager who sent me home is afraid she's in trouble for sending me home haha. Dumb bitch,76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,sadness,emotion_shift
"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",I am going to die tomorrow night.  @emilazy should be here.,enthusiasm,emotion_shift
@theteganandsara PRIDE next weekend in Long Beach!!,@leprakhauns when you haven't had one in over a week! that was a really mean joke he just played on me!,hate,emotion_shift
going to the memorial for the guy in my grade that died.,@RetroRewind I know its a Block Party but would love to hear a DH original if you get a chance,neutral,emotion_shift
Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,@dexterouslady the next best thing other than being bored is being bored and being able to share it with people on twitter....,empty,emotion_shift
"@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!",@FoluB pebbles thrown at windows should get *someones* attention,surprise,emotion_shift
should sleep more.,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",sadness,emotion_shift
@ItStartsWithUs hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,"@emmacrook Not going to dwell on it. It happened, it's passed. Just a shame as he was so supportive! Such is life!  x",surprise,emotion_shift
Dinner=Buffalo burger with provolone cheese melted on top with beefsteak tomatoes and spinach. Divine. Pic on facebook to come.,I got a full day of work today.  Can't wait in tell i get home for some beer and tv time  but i got to make the money to get the beers,sadness,emotion_shift
It is possible to frown while eating a Frosty,I miss matt today,worry,emotion_shift
@JasonBradbury YES! but keep them coming,@Pamluther ah . thanks .. appreciate it,neutral,emotion_shift
About to watch the Star Trek movie,Boooo my 2nd wkend bein 21 n ima b in tha house alone,fun,emotion_shift
"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks",@urban_asher better.  That wasn't one of my better summaries,relief,emotion_shift
"Up early this morning, first to portmeirion then home","@fudgecrumpet mines early nov,,,, will go through it 2 gether buddy!!! Man power",fun,emotion_shift
@appstoremod Mind telling me which book  cuz i was at barnes and nobles today and found 2 books that looked promising,@ESPN_FirstTake  Superman of course,empty,emotion_shift
@subray put me right off my scrambled egg breakfast  #fartingloud,"i didn't have fun at the club tonight, had a lot on my mind",fun,emotion_shift
"@DaLionofjudah Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",counting the minutes until I can go home,boredom,emotion_shift
Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!,Thanks to my assignment im off to work today!,happiness,emotion_shift
haha aww ok now back to bionomial expansion  ugh! joy,lost all my files since high school.,anger,emotion_shift
"twitter wont change anything  TWITTER, WHAT THE HECK IS WRONG WITH YOU???!!",@_kotenok !!  ... maybe they took one look at you and said &quot;That's our girl!&quot;,worry,emotion_shift
Good morning! Kid going back to school after 10 sick days. Looking forward to a productive week.  happy monday!,Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0,hate,emotion_shift
@threebears That's why i'll be sticking to twitter clients.,watching intense amounts of gossip girl,neutral,emotion_shift
@marcoflores You're welcome!  How much longer until it's colored in?,@flutters_bye no you didn't send pics. I was supposed to go with but shit got all fucked up.,sadness,emotion_shift
@JonathanRKnight awe...Thank you Jon!,I have Vampire Knight  music!!!  I feel very special..,happiness,emotion_shift
Listening to Hey Zulu - Red n' Meth. Sux to be at work right now,finally got home and get to sleep! had a great time with @jessimon and friends!,relief,emotion_shift
I wanna watch &quot;UP&quot; so badly!,@mismile when are u gonna host Saturday night live!! i've been waiting for like 2 yearsssssss!!,enthusiasm,emotion_shift
@notlikemedicine Nice! That sounds great! Let me know when and where.,@PrettyGrl_Annie I can't  I'm goin outta twn 2night. Sorrrryyy,sadness,emotion_shift
Sorry. Just think - 2.5 hrs till 2 days off!,Bahh the police ended the party @ 5!!  Just when i was starting....,surprise,emotion_shift
went to the dmv today.....some things never change,@ascrivner come over to my place for a cup of tea,enthusiasm,emotion_shift
Needs a new phone,"@3rdbrain - Wow, I didn't realise you were Hami. lol. Thanks for all the comments on my blog, dude",surprise,emotion_shift
Summer/ Yet I have to read 6 books.... 6 LONG books,@kevincriz http://twitpic.com/4wh5x - LUCKY! I'm so jealous even though I don't like her that much,empty,emotion_shift
@davemark welcome to the last two years for Flyers fans,Heading home. Could really have done without banging my head on the way into the bus,sadness,emotion_shift
@Madush oh my... now im offended.  ha,well going to sleep peoples!! night all twitterers!! loves ya!  *Welcome Home*,love,emotion_shift
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",@thisisryanross pictures ross.,neutral,emotion_shift
What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.,@dmann11 All those links on AICN are broken. Did they get slapped?,neutral,emotion_shift
@Santiaggo that New Yorker cover was done on a iPhone &amp; I'm jealous that I do not have one!  http://myloc.me/21a4,@jamsyyy @sheeradjafar My class will be at Chem Sc building. Will see the both of you after 5 yeah?,neutral,emotion_shift
"@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!",I've just realised. I won't be able to talk to any of you crazy cats on Sunday. Is sad now.,sadness,emotion_shift
"@FairyChica78 Aw, that stinks, I'm sorry.",looks like yet another beautiful day in London,happiness,emotion_shift
I forgot to complain about Southwest not doing preboard for families any more.  Was the worst part of travelling,@RedCrossPDX No blood drives in my area.  I'll keep looking.,surprise,emotion_shift
having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",hate,emotion_shift
I ate too many kisses.,@YoungQ  ahhhh it won't let me watch the video on my phone,empty,emotion_shift
is hitting the streets. 40 hours living with Lexington's homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us.,is SOOOOO hungry right now! Should've eaten before this wedding.,empty,emotion_shift
@957TheBeat i want magic mountain tix but i dont get ur station out in paso  boo sux for me,"@SunnyBuns Haha, you didn't do anything wrong.",relief,emotion_shift
"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines",@isilwenlinwelin i am public and can't get anyone to follow me,worry,emotion_shift
Is babysitting 3 dogs...they are all over the place...,Picture Day for 3 YO preschooler. Light blue striped utton down and kahkis.  Wonder what color they will be when I pick him up in 3 hours,neutral,emotion_shift
Hates leaving teddy ... Now I'm miss both my boys  damn,"@anniething1 *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she'll grab pity votes like a shark.",hate,emotion_shift
#pens...steigy...no politics hun...the obamas are not watching hockey,Watched the White House dinner speech by Barack. He's just so many kinds of awesome!,love,emotion_shift
on my way too school. be back later...,"Talking to my good friend Neika on myspace... I used to be friends with her, then hated her, and now am great friends with her again!!",love,emotion_shift
@mistressmia Their is no such thing as TRANSPARENCY only selective OPACITY...,@Taryll sweet dreams,neutral,emotion_shift
@lewisking awww well iff uu are il see uu in townn  xx,"@GatorBat44 What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",surprise,emotion_shift
"@CompanyWoman haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",@msulatbuku LOL! Glad you like it!,fun,emotion_shift
"yay, Me and Linn and the Globe and Green Day and just...","At school 8am to 7pm, then keone chonie's class  have a good day!",relief,emotion_shift
just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast,Boarding the USS Enterprise.. Warp speed ahead!   #fb,happiness,emotion_shift
@seventy_eight  Thanks for the thoughts... I think I'll do that then.,"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids' slobber on Thursday",hate,emotion_shift
My nose is stuffy,@RoboRoxy @lulzlix I'm SO jealous! I don't know when I'll be able to see Conan.,enthusiasm,emotion_shift
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,"@tommcfly i saw you on tues and last niiiighht &lt;3 so amazzzing, didnt even notice you forgetting the wordddss",happiness,emotion_shift
i'm oh so very bored!  buut.. almost 2 days til i leave for france!,Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,relief,emotion_shift
@AshleyGofficial it's because finished the recordings?,not looking forward to driving in this storm.,sadness,emotion_shift
i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..,relief,emotion_shift
Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie,just bought a magazine,neutral,emotion_shift
@Sunflowerygirl especially if you're with a vampire,@nickmovs omg!! I'm tweeting sooo late sorry I miss u 2 good times ...NO I didn't marry him still great friends,love,emotion_shift
I don't like my dress,Watchin tyra bored like always  my stomach hurts,empty,emotion_shift
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,"@kate38381849 haha it's ok. i really don't like getting to other businesses so its Ok,",relief,emotion_shift
@RobbieBarnes No Sky. Terrestrial analogue only,"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",fun,emotion_shift
@AmandaGearSolid OMG! It's the famous Amanda woman person thingy!  HUGS ALL AROUND!,How amazing is hollyoaks! But my poor warren lmao!,sadness,emotion_shift
Just got home from work.. My feet are killing me,@Orcon DMed you.,neutral,emotion_shift
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,@LadyDutchess awww  i mish u too ladie whats been good?,sadness,emotion_shift
sometimes i wish things could go back to the way they were the beginning of last summer,"@dirkstanley also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall",surprise,emotion_shift
was on the verge of buying a Black AKC British Lab for $599 today... then the apartment complex overruled it....  dumb.,I need a blackberry,neutral,emotion_shift
wants to cool down,@TaylorRumsey You are welcome.,surprise,emotion_shift
Got 2 get ready 4 work  would rather be fishing!,did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!,fun,emotion_shift
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,I somehow miss you.,surprise,emotion_shift
"Morning tweeple,way to early again",@shanedawson Sadly I live in Scotland though Shane  &lt;/3,sadness,emotion_shift
@guybatty Hehe! It is nice down there,HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,happiness,emotion_shift
@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....,aaaaaaaaaaa McFly,anger,emotion_shift
@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting,no so sad about that  i'm from MALTA have you heard about it ?,relief,emotion_shift
RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,@LadyRubaiyat It will warm up once you start digging,neutral,emotion_shift
"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,boredom,emotion_shift
Today was sooo boring in school. I was sleeping all the time,@tayl0rmichael i know. But you messed up silly,hate,emotion_shift
@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia,@samluminate the closest is a good two hours,empty,emotion_shift
@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?,worried about Mr. Socks tonight.,worry,emotion_shift
@LeaLunacy Make a videoblog!,I meant looking like a tiger - stupid predictive text,neutral,emotion_shift
"@Spacegirlnz DON'T PANIC! Hehe, it will be fine. Email it to me",food...food...FOOD!,neutral,emotion_shift
Sushi joint was closed  but still had a nice lunch w/ Angel!,@emuhleepee Why?,empty,emotion_shift
@Lakers Stu Lantz is awesome! I miss Chick Hearn tho,@topsurf no worries,worry,emotion_shift
@Rachelamac aww you poor thing  hope all goes well!,@foxmarta Look forward to seeing the resume!,fun,emotion_shift
"@alllyy_ yes i know, gross, haha im better then them all",@zhighlife people r weird,sadness,emotion_shift
@nick_carter The video is private.,My mouth hurts from this stupid retainer!!,hate,emotion_shift
"I'm so tired idk what 2 do...and I have 2 much 2 do ...church 2 nite, gotta write sermon, wash &amp; flat iron hair, eat! so so much 2 do",where did the rain go??,surprise,emotion_shift
@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.,"@esmebella Kk, I just had 888 followers like a minute ago",surprise,emotion_shift
@dahlhalla I'm only 6' 0&quot;,"@lancearmstrong is that like Planes, Trains, and Automobiles?  Best of luck Juan Pelota.",fun,emotion_shift
Laying in the bed boreddddd looking through old cookbooks for new recipes,@ShellieBr I hope the young'ins enjoyed your wisdom!,neutral,emotion_shift
didnt do my devos...  hopefully my day doesnt suck because of it.,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.,anger,emotion_shift
@makavellirayne nah the lights killed the mood now you got to get out my bed,Waiting for 5:00 &amp; having cramps,enthusiasm,emotion_shift
"@TheMikeKelly Sorry Mike, was assuming it was music that was missing..I don't know then.. a mystery..",learn to fly higher...!  http://tinyurl.com/30tools,happiness,emotion_shift
Getting one of the lil GEM's ears REpierced after work today- definitely dreading it,Having dinner at the crown at south moreton with David and a stroppy teenager,happiness,emotion_shift
one week till exam block,What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,surprise,emotion_shift
@marykeegin I've been here since 3 and i'm here for 8 more hours tomorrow,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,boredom,emotion_shift
i miss my husband,@dustyedwards  Those dog pic had me  ROLF!  The one  with the snow stuck too it  has that &quot;if looks could kill look&quot; way funny,fun,emotion_shift
is cursing AB's wardrobe handles. One drew blood,Waiting in line @ tryst,boredom,emotion_shift
"@shahruz84 Don't fall to celebrity worship, though... just write what you think, do the best you can and rock on",monday morning . lets whip out some code today,enthusiasm,emotion_shift
@alucinari Moral support for students,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx,sadness,emotion_shift
@OhSweetNibblets ok thanks  do you like my new pic? http://twitpic.com/4jewc,@Katarinea Oh wow  ouch...,surprise,emotion_shift
"@skotot Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho.",happpppy mothers day,happiness,emotion_shift
@BeebeONE no you dont,@PaulReid and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.,neutral,emotion_shift
@lemonstarbursts  And it's only downhill from now until Labor Day!,i really wanna be miley cyrus's friendie  hahaha,love,emotion_shift
Chocolate milk and subway. MMM,"@KenFTWIN I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad   so good.",love,emotion_shift
@wettingfeld  guess I have to get dressed and be pretty then,"@olivierlacan That's awesome man. Damn, I should of sent you an affiliate link.  lol. oh well.",surprise,emotion_shift
"@oliyoung it's stable, faster than 2.x and working.",@Kirsty_H_99 LOL - Hiya - alls good  Ben has a superb day yesterday by the looks of it - well chuffed,surprise,emotion_shift
Just woke up :o mums singing to her new gn'r cd replacement i bought because im a good daughter,"@twilightfairy ah well diff in opinion, no problemo",relief,emotion_shift
"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah",Hi everybody! Sorry for the long listening. Iwas too busy.,worry,emotion_shift
"in school, wants to read Eclipse, 200-and-some-60 pages read","@southernbell361 Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",love,emotion_shift
sore throat. Planning the TET outing to Marwell though...good times,"@maddsie Thanks, none close to me.",anger,emotion_shift
Mourning Venus' Third Round Loss....,@ernymi Aural goodness,empty,emotion_shift
Lï¿½ mï¿½y theo lï¿½n giï¿½ tï¿½i bay kh?p tr?i,"@Sobk13 I love to eat chicken, would I be a cannibal chicken?",surprise,emotion_shift
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,@KGeezY3: more interested in watching SNL for Ciara than Justin Timberfake,empty,emotion_shift
"Is A Very Happy Bee, She Is Starting To Feel Better, &amp; Cant Wait For Her Birthday, what is 23 days",@lownleeeynjul oh that stinks..,empty,emotion_shift
yesterday i missed the live chat  internet was the problem ï¿½ï¿½,Office til around 6 today. Good day yesterday...I have a BSc now,relief,emotion_shift
I sometimes feel like the only person in the world without an iphone,Bad migrane and need to go to dancing tonight.... Not a good combination,neutral,emotion_shift
Appreciation lunch at work. Good food! But sucks being here on my day off lol,"@JasonJMikeMgmt ur taking tease lessons from the guys! No fair   LOL, oh well, we'll wait as patiently as we can!",surprise,emotion_shift
"???ï¿½ï¿½  ???CE d grade?mock?????, ???????",I wish I was laying in the sand listening to the waves crash against the shore!!!,sadness,emotion_shift
@LeaLunacy Make a videoblog!,ugh lost the remote  gotta actually move to change channel wtf #twat,boredom,emotion_shift
@cacaubrazil that's not great  guy related??,I thought when u go #2 your tummy is supposed to feel better not worse,love,emotion_shift
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit,@morningroc Dont worry man. You'll see me just as much this week as you did last week.,relief,emotion_shift
Aww okayy we'll tell you about it tomorrow then,last day of work  ...but everyone is making it so great!,enthusiasm,emotion_shift
fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!,@Xx_Elmo_xX awhh you alright ?,worry,emotion_shift
@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,Happy mother's Day!!!! No gift to your mother can ever equal her gift to you - life,love,emotion_shift
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",Cruising &quot;Serious Eats NY&quot; does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,worry,emotion_shift
@harmonjames You geek!,Back from NY...just ahead of the rain.,neutral,emotion_shift
@izzyvideo Izzy!!! So sorry to hear that - what a disaster,@journik LOL!  That is just the way I was brought up.,fun,emotion_shift
I think i need some new friends,@iantalbot it wasn't me honest. You do REAL art,neutral,emotion_shift
waiting for PRINCES PROTECTION PROGRAM online in English version  so long,"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",relief,emotion_shift
"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.","@thepioneerwoman - Bingley, just for that practise-the-proposal scene toward the end. So endearing",relief,emotion_shift
Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,@MrsMoNJ ha i dunno! i usually check it during the day and i've only been caught bcz i replied to your tweet,neutral,emotion_shift
@mikerosenhouse did you run into someone I know this weekend?,Beautiful morning here in the mountains,happiness,emotion_shift
gotta share this   http://bit.ly/19OL1b,@whitepaws_husky Thank you!  And I hope karma beats those fuckers into the ground.,enthusiasm,emotion_shift
i want so bad to go to the mcfly's concert,Were at citibank I thought we were gonna go to grannys house but were no,surprise,emotion_shift
@MrGranger trouble is i don't think any of this is helping my wrists.,@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks!,happiness,emotion_shift
I dont know how in the world this thing works,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,sadness,emotion_shift
Aww chamber callbacks... Soo emotional,"@MirandaBuzzfans dont worry, i will. i HATE it when nobody comments on my pics",hate,emotion_shift
hi twitter people,@maetl Doing a Rainbow and Unicorn film then?  #48hours,empty,emotion_shift
21 days away from being evicted,?????????????????????YAY it works haha,happiness,emotion_shift
Currently working on a collab with Alynn Carter called Lost Inside which I'm very excited about,Fun Friday night planned...... Spent at work,fun,emotion_shift
Waitin for the man to get home so he can take me out !!!! been waitin 4 hours,I wasn't going to go out tonight but looks like I'll be heading over to Main Street,sadness,emotion_shift
Having Fever  dont feel to work,@whitepaws_husky Thank you!  And I hope karma beats those fuckers into the ground.,enthusiasm,emotion_shift
trying to learn to tweet!!  it's all good I hope..,@DonyaMaries oh absolutely!  I cant wait for the lettuces to come up.,happiness,emotion_shift
